Ranking,Código do Município,Nome do Município,UF,População
564,"1503903","Juruti"," Pará",59961
565,"2112506","Tutóia"," Maranhão",59927
566,"3524709","Jaguariúna"," São Paulo",59921
567,"4318002","São Borja"," Rio Grande do Sul",59768
568,"3300803","Cachoeiras de Macacu"," Rio de Janeiro",59652
569,"4306106","Cruz Alta"," Rio Grande do Sul",59561
570,"2602803","Buíque"," Pernambuco",59448
571,"4314050","Parobé"," Rio Grande do Sul",59419
572,"2506301","Guarabira"," Paraíba",59389
573,"2914000","Ipirá"," Bahia",59281
574,"2313302","Tauá"," Ceará",59259
575,"1304203","Tefé"," Amazonas",59250
576,"2400208","Assu"," Rio Grande do Norte",58743
577,"3531100","Mongaguá"," São Paulo",58567
578,"3546801","Santa Isabel"," São Paulo",58529
579,"4128203","União da Vitória"," Paraná",58298
580,"1504802","Monte Alegre"," Pará",58289
581,"4207007","Içara"," Santa Catarina",58055
582,"2701407","Campo Alegre"," Alagoas",57997
583,"2112704","Vargem Grande"," Maranhão",57813
584,"4321204","Taquara"," Rio Grande do Sul",57740
585,"2702306","Coruripe"," Alagoas",57647
586,"3553708","Taquaritinga"," São Paulo",57547
587,"1302702","Manicoré"," Amazonas",57405
588,"1500404","Alenquer"," Pará",57390
589,"2610608","Paudalho"," Pernambuco",57346
590,"3502101","Andradina"," São Paulo",57245
591,"1301704","Humaitá"," Amazonas",57195
592,"3169406","Três Pontas"," Minas Gerais",57127
593,"3510401","Capivari"," São Paulo",56973
594,"3540705","Porto Ferreira"," São Paulo",56848
595,"3151206","Pirapora"," Minas Gerais",56845
596,"4210100","Mafra"," Santa Catarina",56825
597,"2313500","Trairi"," Ceará",56653
598,"3161106","São Francisco"," Minas Gerais",56625
599,"5005707","Naviraí"," Mato Grosso do Sul",56484
600,"3542602","Registro"," São Paulo",56463
601,"4304507","Canguçu"," Rio Grande do Sul",56370
602,"3503802","Artur Nogueira"," São Paulo",56247
603,"2608909","Limoeiro"," Pernambuco",56149
604,"5006200","Nova Andradina"," Mato Grosso do Sul",56057
605,"3118007","Congonhas"," Minas Gerais",55836
606,"1100288","Rolim de Moura"," Rondônia",55748
607,"1500206","Acará"," Pará",55744
608,"3537800","Piedade"," São Paulo",55731
609,"4109807","Ibiporã"," Paraná",55688
610,"3533908","Olímpia"," São Paulo",55477
611,"3549706","São José do Rio Pardo"," São Paulo",55298
612,"2907509","Catu"," Bahia",55222
613,"2304707","Granja"," Ceará",55170
614,"2304285","Eusébio"," Ceará",55035
615,"4304630","Capão da Canoa"," Rio Grande do Sul",55009
616,"2917607","Jaguaquara"," Bahia",54913
617,"2902104","Araci"," Bahia",54903
618,"4216206","São Francisco do Sul"," Santa Catarina",54751
619,"2300309","Acopiara"," Ceará",54687
620,"2302404","Boa Viagem"," Ceará",54680
621,"1508209","Vigia"," Pará",54650
622,"4203808","Canoinhas"," Santa Catarina",54558
623,"1502301","Capitão Poço"," Pará",54545
624,"3111200","Campo Belo"," Minas Gerais",54338
625,"2302206","Beberibe"," Ceará",54315
626,"3556453","Vargem Grande Paulista"," São Paulo",54315
627,"2902708","Barra"," Bahia",54225
628,"4219309","Videira"," Santa Catarina",54145
629,"2926608","Ribeira do Pombal"," Bahia",54097
630,"4114609","Marechal Cândido Rondon"," Paraná",54031
631,"3540606","Porto Feliz"," São Paulo",53698
632,"2928802","Santo Estêvão"," Bahia",53666
633,"5210000","Inhumas"," Goiás",53655
634,"1718204","Porto Nacional"," Tocantins",53618
635,"4321600","Tramandaí"," Rio Grande do Sul",53507
636,"2306306","Itapajé"," Ceará",53448
637,"1503705","Itupiranga"," Pará",53439
638,"1506187","Rondon do Pará"," Pará",53242
639,"3137205","Lagoa da Prata"," Minas Gerais",53236
640,"3303609","Paracambi"," Rio de Janeiro",53093
641,"3131901","Itabirito"," Minas Gerais",52996
642,"2515302","Sapé"," Paraíba",52977
643,"2807402","Tobias Barreto"," Sergipe",52861
644,"2112803","Viana"," Maranhão",52852
645,"2704708","Marechal Deodoro"," Alagoas",52848
646,"4120606","Prudentópolis"," Paraná",52776
647,"3549409","São Joaquim da Barra"," São Paulo",52737
648,"3509700","Campos do Jordão"," São Paulo",52713
649,"3138401","Leopoldina"," Minas Gerais",52690
650,"2615300","Timbaúba"," Pernambuco",52587
651,"1716109","Paraíso do Tocantins"," Tocantins",52521
652,"4117602","Palmas"," Paraná",52503
653,"2702405","Delmiro Gouveia"," Alagoas",52501
654,"1505106","Óbidos"," Pará",52473
655,"1506195","Rurópolis"," Pará",52473
656,"1600279","Laranjal do Jari"," Amapá",52302
657,"4219507","Xanxerê"," Santa Catarina",52290
658,"3128709","Guaxupé"," Minas Gerais",52234
659,"2114007","Zé Doca"," Maranhão",52190
660,"5211800","Jaraguá"," Goiás",52160
661,"5100250","Alta Floresta"," Mato Grosso",52105
662,"3544103","Rio Grande da Serra"," São Paulo",52009
663,"3540200","Pontal"," São Paulo",51717
664,"2602605","Brejo da Madre de Deus"," Pernambuco",51696
665,"1100114","Jaru"," Rondônia",51469
666,"3107406","Bom Despacho"," Minas Gerais",51436
667,"5218508","Quirinópolis"," Goiás",51323
668,"4307609","Estância Velha"," Rio Grande do Sul",51292
669,"2905206","Caetité"," Bahia",51184
670,"3508405","Cabreúva"," São Paulo",51130
671,"3531308","Monte Alto"," São Paulo",51039
672,"3527306","Louveira"," São Paulo",51007
673,"2105708","Lago da Pedra"," Maranhão",50959
674,"2931905","Tucano"," Bahia",50903
675,"3523206","Itararé"," São Paulo",50778
676,"3203908","Nova Venécia"," Espírito Santo",50751
677,"3511508","Cerquilho"," São Paulo",50631
678,"3107307","Bocaiuva"," Minas Gerais",50521
679,"2919801","Macaúbas"," Bahia",50481
680,"2302503","Brejo Santo"," Ceará",50195
681,"2103406","Coelho Neto"," Maranhão",49804
682,"1301852","Iranduba"," Amazonas",49718
683,"1501204","Baião"," Pará",49454
684,"2312403","São Gonçalo do Amarante"," Ceará",49306
685,"4317400","Santiago"," Rio Grande do Sul",49298
686,"3524808","Jales"," São Paulo",49291
687,"2921500","Monte Santo"," Bahia",49145
688,"1505486","Pacajá"," Pará",49110
689,"3537107","Pedreira"," São Paulo",48992
690,"2602100","Bom Conselho"," Pernambuco",48975
691,"5005400","Maracaju"," Mato Grosso do Sul",48944
692,"4113205","Lapa"," Paraná",48651
693,"2308104","Mauriti"," Ceará",48370
694,"2312304","São Benedito"," Ceará",48354
695,"2109106","Presidente Dutra"," Maranhão",48264
696,"3554805","Tremembé"," São Paulo",48228
697,"5106224","Nova Mutum"," Mato Grosso",48222
698,"3546405","Santa Cruz do Rio Pardo"," São Paulo",48207
699,"5001102","Aquidauana"," Mato Grosso do Sul",48184
700,"1502707","Conceição do Araguaia"," Pará",48115
701,"3143104","Monte Carmelo"," Minas Gerais",48049
702,"3136306","João Pinheiro"," Minas Gerais",47990
703,"3121605","Diamantina"," Minas Gerais",47924
704,"2708006","Santana do Ipanema"," Alagoas",47910
705,"4106407","Cornélio Procópio"," Paraná",47840
706,"2611804","Ribeirão"," Pernambuco",47813
707,"3528403","Mairinque"," São Paulo",47723
708,"1302405","Lábrea"," Amazonas",47685
709,"2921005","Mata de São João"," Bahia",47643
710,"2700409","Atalaia"," Alagoas",47540
711,"3536703","Pederneiras"," São Paulo",47523
712,"2201200","Barras"," Piauí",47298
713,"3514403","Dracena"," São Paulo",47287
714,"1200500","Sena Madureira"," Acre",47168
715,"4125605","São Mateus do Sul"," Paraná",47137
716,"3510203","Capão Bonito"," São Paulo",47098
717,"2100907","Araioses"," Maranhão",47095
718,"2615409","Toritama"," Pernambuco",47088
719,"5214606","Niquelândia"," Goiás",47064
720,"1303809","São Gabriel da Cachoeira"," Amazonas",47031
721,"5213806","Morrinhos"," Goiás",46955
722,"2202208","Campo Maior"," Piauí",46950
723,"4115804","Medianeira"," Paraná",46940
724,"1500909","Augusto Corrêa"," Pará",46937
725,"1100106","Guajará-Mirim"," Rondônia",46930
726,"2925105","Poções"," Bahia",46885
727,"2614204","Sirinhaém"," Pernambuco",46845
728,"4313508","Osório"," Rio Grande do Sul",46815
729,"4206504","Guaramirim"," Santa Catarina",46757
730,"2933604","Xique-Xique"," Bahia",46562
731,"3163706","São Lourenço"," Minas Gerais",46539
732,"4124103","Santo Antônio da Platina"," Paraná",46503
733,"4209409","Laguna"," Santa Catarina",46424
734,"2919504","Livramento de Nossa Senhora"," Bahia",46372
735,"3160702","Santos Dumont"," Minas Gerais",46357
736,"3545308","Salto de Pirapora"," São Paulo",46285
737,"5208806","Goianira"," Goiás",46278
738,"3535507","Paraguaçu Paulista"," São Paulo",46180
739,"3551504","Serrana"," São Paulo",46166
740,"5106752","Pontes e Lacerda"," Mato Grosso",46105
741,"2110500","São Bento"," Maranhão",45989
742,"2913903","Ipiaú"," Bahia",45969
743,"4304408","Canela"," Rio Grande do Sul",45957
744,"3302601","Mangaratiba"," Rio de Janeiro",45941
745,"5218003","Porangatu"," Goiás",45866
746,"3301306","Casimiro de Abreu"," Rio de Janeiro",45864
747,"4207304","Imbituba"," Santa Catarina",45711
748,"4218202","Timbó"," Santa Catarina",45703
749,"3525102","Jardinópolis"," São Paulo",45544
750,"4311809","Marau"," Rio Grande do Sul",45523
751,"1508407","Xinguara"," Pará",45416
752,"1508159","Uruará"," Pará",45395
753,"2508901","Mamanguape"," Paraíba",45385
754,"3110004","Caeté"," Minas Gerais",45364
755,"3200904","Barra de São Francisco"," Espírito Santo",45301
756,"2403103","Currais Novos"," Rio Grande do Norte",45022
757,"2920601","Maragogipe"," Bahia",44902
758,"1300607","Benjamin Constant"," Amazonas",44873
759,"3303708","Paraíba do Sul"," Rio de Janeiro",44741
760,"3534302","Orlândia"," São Paulo",44682
761,"2211100","União"," Piauí",44649
762,"3515186","Espírito Santo do Pinhal"," São Paulo",44607
763,"4313904","Panambi"," Rio Grande do Sul",44583
764,"3541307","Presidente Epitácio"," São Paulo",44572
765,"2709152","Teotônio Vilela"," Alagoas",44570
766,"2412203","São José de Mipibu"," Rio Grande do Norte",44566
767,"3130101","Igarapé"," Minas Gerais",44561
768,"2929503","São Sebastião do Passé"," Bahia",44554
769,"3516705","Garça"," São Paulo",44429
770,"2512507","Queimadas"," Paraíba",44388
771,"2929909","Seabra"," Bahia",44370
772,"5210406","Itaberaí"," Goiás",44329
773,"3159605","Santa Rita do Sapucaí"," Minas Gerais",44226
774,"2300754","Amontada"," Ceará",44195
775,"2933208","Vera Cruz"," Bahia",44185
776,"3303807","Paraty"," Rio de Janeiro",44175
777,"2923001","Nova Viçosa"," Bahia",44170
778,"4104006","Campina Grande do Sul"," Paraná",44072
779,"5102678","Campo Verde"," Mato Grosso",44033
780,"2600500","Águas Belas"," Pernambuco",43923
781,"2308500","Mombaça"," Ceará",43917
782,"2604205","Catende"," Pernambuco",43778
783,"1200609","Tarauacá"," Acre",43730
784,"2312205","Santa Quitéria"," Ceará",43719
785,"3522703","Itápolis"," São Paulo",43536
786,"4318804","São Lourenço do Sul"," Rio Grande do Sul",43501
787,"4317608","Santo Antônio da Patrulha"," Rio Grande do Sul",43397
788,"3556404","Vargem Grande do Sul"," São Paulo",43368
789,"2310506","Pedra Branca"," Ceará",43359
790,"3172004","Visconde do Rio Branco"," Minas Gerais",43351
791,"2109601","Rosário"," Maranhão",43243
792,"2104057","Estreito"," Maranhão",43097
793,"3554508","Tietê"," São Paulo",42946
794,"2601409","Barreiros"," Pernambuco",42866
795,"2109809","Santa Helena"," Maranhão",42829
796,"2922003","Mucuri"," Bahia",42729
797,"3304706","Santo Antônio de Pádua"," Rio de Janeiro",42705
798,"4215000","Rio Negrinho"," Santa Catarina",42684
799,"3139003","Machado"," Minas Gerais",42682
800,"2306553","Itarema"," Ceará",42595
801,"4306767","Eldorado do Sul"," Rio Grande do Sul",42490
802,"1505908","Porto de Moz"," Pará",42456
803,"5006309","Paranaíba"," Mato Grosso do Sul",42401
804,"2803005","Itabaianinha"," Sergipe",42399
805,"3101706","Almenara"," Minas Gerais",42380
806,"1300805","Borba"," Amazonas",42328
807,"2612604","Santa Maria da Boa Vista"," Pernambuco",42266
808,"3524105","Ituverava"," São Paulo",42259
809,"4117503","Paiçandu"," Paraná",42251
810,"2112308","Tuntum"," Maranhão",42242
811,"3304755","São Francisco de Itabapoana"," Rio de Janeiro",42214
812,"2305803","Ipu"," Ceará",42148
813,"2100600","Amarante do Maranhão"," Maranhão",42017
814,"2910503","Entre Rios"," Bahia",42014
815,"2102002","Bom Jardim"," Maranhão",42010
816,"3145604","Oliveira"," Minas Gerais",41987
817,"3157005","Salinas"," Minas Gerais",41864
818,"3533502","Novo Horizonte"," São Paulo",41765
819,"2111508","São Mateus do Maranhão"," Maranhão",41750
820,"1100130","Machadinho d'Oeste"," Rondônia",41724
821,"4305355","Charqueadas"," Rio Grande do Sul",41705
822,"3102605","Andradas"," Minas Gerais",41704
823,"3552106","Socorro"," São Paulo",41690
824,"1503093","Goianésia do Pará"," Pará",41678
825,"3204559","Santa Maria de Jetibá"," Espírito Santo",41588
826,"2702900","Girau do Ponciano"," Alagoas",41549
827,"3501707","Américo Brasiliense"," São Paulo",41545
828,"1504901","Muaná"," Pará",41454
829,"2103505","Colinas"," Maranhão",41443
830,"4107207","Dois Vizinhos"," Paraná",41424
831,"2926004","Remanso"," Bahia",41324
832,"3550100","São Manuel"," São Paulo",41287
833,"3517406","Guaíra"," São Paulo",41283
834,"2930204","Sento Sé"," Bahia",41279
835,"4217204","São Miguel do Oeste"," Santa Catarina",41246
836,"3541604","Promissão"," São Paulo",41211
837,"2927002","Rio Real"," Bahia",41209
838,"3109006","Brumadinho"," Minas Gerais",41208
839,"5105150","Juína"," Mato Grosso",41190
840,"1506203","Salinópolis"," Pará",41164
841,"5221601","Uruaçu"," Goiás",41150
842,"5103254","Colniza"," Mato Grosso",41117
843,"1502905","Curuçá"," Pará",41093
844,"2314003","Várzea Alegre"," Ceará",41078
845,"1100452","Buritis"," Rondônia",41043
846,"1300300","Autazes"," Amazonas",41005
847,"2305001","Guaraciaba do Norte"," Ceará",40921
848,"4201307","Araquari"," Santa Catarina",40890
849,"2608800","Lajedo"," Pernambuco",40883
850,"3518602","Guariba"," São Paulo",40857
851,"1303908","São Paulo de Olivença"," Amazonas",40837
852,"2918100","Jeremoabo"," Bahia",40832
853,"2807105","Simão Dias"," Sergipe",40724
854,"2913705","Inhambupe"," Bahia",40720
855,"2200400","Altos"," Piauí",40681
856,"2929206","São Francisco do Conde"," Bahia",40664
857,"1508084","Tucumã"," Pará",40661
858,"3104205","Arcos"," Minas Gerais",40658
859,"3144300","Nanuque"," Minas Gerais",40583
860,"3539509","Pitangueiras"," São Paulo",40430
861,"2925204","Pojuca"," Bahia",40401
862,"3107109","Boa Esperança"," Minas Gerais",40308
863,"2411205","Santa Cruz"," Rio Grande do Norte",40295
864,"5000609","Amambai"," Mato Grosso do Sul",40247
865,"3145901","Ouro Branco"," Minas Gerais",40220
866,"3134400","Iturama"," Minas Gerais",40101
867,"3170800","Várzea da Palma"," Minas Gerais",40101
868,"2602209","Bom Jardim"," Pernambuco",40038
869,"4204806","Curitibanos"," Santa Catarina",40037
870,"2203701","Esperantina"," Piauí",39953
871,"1500305","Afuá"," Pará",39910
872,"4218004","Tijucas"," Santa Catarina",39889
873,"3135050","Jaíba"," Minas Gerais",39850
874,"4216305","São João Batista"," Santa Catarina",39719
875,"2928109","Santa Maria da Vitória"," Bahia",39707
876,"3541505","Presidente Venceslau"," São Paulo",39648
877,"2205508","José de Freitas"," Piauí",39457
878,"4321501","Torres"," Rio Grande do Sul",39381
879,"2308005","Massapê"," Ceará",39341
880,"4111803","Jacarezinho"," Paraná",39268
881,"3203320","Marataízes"," Espírito Santo",39259
882,"1503200","Igarapé-Açu"," Pará",39234
883,"4316402","Rosário do Sul"," Rio Grande do Sul",39210
884,"2108207","Pedreiras"," Maranhão",39153
885,"1502152","Canaã dos Carajás"," Pará",39103
886,"3204708","São Gabriel da Palha"," Espírito Santo",39085
887,"2108306","Penalva"," Maranhão",38987
888,"5219308","Santa Helena de Goiás"," Goiás",38962
889,"5007208","Rio Brilhante"," Mato Grosso do Sul",38844
890,"1301100","Careiro"," Amazonas",38820
891,"2207900","Pedro II"," Piauí",38812
892,"3521002","Iperó"," São Paulo",38771
893,"3304805","São Fidélis"," Rio de Janeiro",38749
894,"2110203","Santa Rita"," Maranhão",38732
895,"1303106","Nova Olinda do Norte"," Amazonas",38665
896,"2306256","Itaitinga"," Ceará",38661
897,"2602001","Bodocó"," Pernambuco",38605
898,"3141108","Matozinhos"," Minas Gerais",38469
899,"2600708","Aliança"," Pernambuco",38408
900,"3112307","Capelinha"," Minas Gerais",38321
901,"2929305","São Gonçalo dos Campos"," Bahia",38315
902,"4315701","Rio Pardo"," Rio Grande do Sul",38257
903,"4306601","Dom Pedrito"," Rio Grande do Sul",38222
904,"2602308","Bonito"," Pernambuco",38101
905,"1303536","Presidente Figueiredo"," Amazonas",38095
906,"4314803","Portão"," Rio Grande do Sul",38081
907,"2305902","Ipueiras"," Ceará",38064
908,"2310704","Pentecoste"," Ceará",38045
909,"4109609","Guaratuba"," Paraná",37974
910,"3201407","Castelo"," Espírito Santo",37956
911,"5218300","Posse"," Goiás",37924
912,"2910602","Esplanada"," Bahia",37902
913,"3152204","Porteirinha"," Minas Gerais",37823
914,"4310108","Igrejinha"," Rio Grande do Sul",37754
915,"2804508","Nossa Senhora da Glória"," Sergipe",37715
916,"3525706","José Bonifácio"," São Paulo",37707
917,"2928000","Santaluz"," Bahia",37704
918,"3125101","Extrema"," Minas Gerais",37649
919,"2605103","Custódia"," Pernambuco",37633
920,"2901007","Amargosa"," Bahia",37631
921,"3500709","Agudos"," São Paulo",37582
